application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20260501_000000077,2026-07-19 02:16:38,cust_522562,ES-MD,cash_loan,62000,48,710,medium,approved,43400,web,false,22
app_20260501_000000078,2026-06-17 17:40:17,cust_6911037,DE-NW,cash_loan,65000,36,714,medium,approved,52000,call_center,false,16
app_20260501_000000079,2026-07-21 11:05:46,cust_9906037,DE-HE,cash_loan,54500,6,594,high,rejected,0,web,true,1239
app_20260501_000000080,2026-05-30 06:15:51,cust_1337157,IT-LAZ,mortgage,45000,18,557,high,manual_review,40500,mobile,true,499
app_20260501_000000081,2026-07-06 03:42:38,cust_2762218,IT-LAZ,credit_card,21000,60,642,medium,approved,14699,branch,false,15
app_20260501_000000082,2026-07-21 09:44:36,cust_6163236,IT-LAZ,cash_loan,2500,60,651,medium,approved,2500,mobile,false,25
app_20260501_000000083,2026-07-21 09:55:43,cust_217859,IT-LAZ,car_loan,24500,36,659,medium,manual_review,24500,web,true,1775
app_20260501_000000084,2026-07-20 07:46:52,cust_7093353,NL-NH,credit_card,44500,6,726,low,approved,35600,mobile,true,202
app_20260501_000000085,2026-06-26 02:34:03,cust_7703167,DE-BE,bnpl,76000,12,700,medium,approved,76000,mobile,true,162
app_20260501_000000086,2026-05-03 15:01:03,cust_3055418,DE-NW,bnpl,61500,36,639,medium,approved,55350,branch,false,12
app_20260501_000000087,2026-05-21 18:24:16,cust_8992801,DE-BY,bnpl,71000,12,801,low,manual_review,56800,call_center,true,1768
app_20260501_000000088,2026-06-06 14:09:03,cust_3829648,NL-NH,mortgage,45000,48,748,low,approved,36000,call_center,false,21
app_20260501_000000089,2026-07-07 22:38:01,cust_766492,DE-BE,car_loan,17000,18,614,high,approved,11900,branch,true,783
app_20260501_000000090,2026-07-24 18:36:48,cust_7551606,FR-IDF,cash_loan,76000,18,710,medium,approved,76000,partner_api,true,1170
app_20260501_000000091,2026-07-22 19:10:13,cust_5808800,DE-NW,bnpl,37500,6,586,high,manual_review,37500,web,true,729
app_20260501_000000092,2026-06-26 17:49:58,cust_267796,NL-NH,cash_loan,74500,12,800,low,approved,52150,mobile,false,18
app_20260501_000000093,2026-07-21 09:59:31,cust_18727,ES-MD,car_loan,72000,12,682,medium,manual_review,64800,mobile,true,969
app_20260501_000000094,2026-05-28 02:30:57,cust_1321662,DE-HH,cash_loan,10000,24,681,medium,manual_review,8000,branch,true,707
app_20260501_000000095,2026-06-20 10:18:09,cust_7106354,DE-BY,car_loan,56000,24,786,low,approved,44800,partner_api,false,14
app_20260501_000000096,2026-05-25 07:55:21,cust_4534053,DE-NW,cash_loan,12000,24,716,medium,approved,9600,web,false,13
app_20260501_000000097,2026-05-23 22:39:44,cust_5369806,DE-BE,car_loan,21500,6,759,low,approved,15049,mobile,false,19
app_20260501_000000098,2026-05-11 05:22:05,cust_2106663,ES-MD,car_loan,63500,6,576,high,manual_review,57150,branch,true,596
app_20260501_000000099,2026-07-10 23:29:01,cust_3627963,ES-MD,bnpl,18000,24,657,medium,approved,14400,partner_api,false,24
app_20260501_000000100,2026-06-30 06:49:45,cust_4364941,ES-MD,mortgage,67000,6,682,medium,manual_review,46900,branch,true,896
app_20260501_000000101,2026-06-18 20:01:11,cust_1895193,DE-HH,cash_loan,4000,36,630,medium,rejected,0,call_center,false,13
app_20260501_000000102,2026-05-10 12:19:20,cust_2082909,DE-HH,credit_card,64000,24,581,high,rejected,0,branch,true,582
app_20260501_000000103,2026-06-18 03:17:15,cust_9713471,NL-NH,mortgage,7500,18,632,medium,approved,7500,web,false,24
app_20260501_000000104,2026-05-28 20:05:30,cust_8938583,DE-HE,car_loan,9500,48,756,low,approved,9500,call_center,false,7
app_20260501_000000105,2026-05-05 13:36:42,cust_5121376,DE-NW,mortgage,34500,60,733,low,approved,31050,web,false,7
app_20260501_000000106,2026-05-26 23:27:47,cust_9434544,DE-HH,credit_card,50000,48,562,high,manual_review,45000,branch,true,362
app_20260501_000000107,2026-07-12 06:26:46,cust_5468204,DE-HH,cash_loan,3500,6,545,high,approved,3500,web,true,989
app_20260501_000000108,2026-07-28 00:35:59,cust_5894895,DE-BY,car_loan,26000,36,750,low,approved,18200,call_center,true,692
app_20260501_000000109,2026-07-06 01:37:33,cust_8287922,IT-LAZ,bnpl,75500,36,632,medium,approved,75500,call_center,false,17
app_20260501_000000110,2026-06-10 20:48:32,cust_91602,DE-BE,car_loan,41500,60,634,medium,approved,33200,call_center,false,16
app_20260501_000000111,2026-05-05 03:51:38,cust_6080014,DE-BY,credit_card,33000,60,644,medium,approved,26400,web,false,16
app_20260501_000000112,2026-05-28 11:36:32,cust_6526492,DE-BY,mortgage,33500,60,591,high,rejected,0,call_center,true,980
app_20260501_000000113,2026-06-27 12:13:04,cust_8870642,ES-MD,credit_card,16500,60,605,high,manual_review,14850,mobile,true,1586
app_20260501_000000114,2026-05-21 02:21:45,cust_5674523,FR-IDF,bnpl,11500,18,724,low,manual_review,11500,call_center,true,1762
app_20260501_000000115,2026-05-17 09:13:15,cust_6553502,FR-IDF,bnpl,64000,36,711,medium,rejected,0,partner_api,true,627
app_20260501_000000116,2026-06-14 22:51:36,cust_8565674,FR-IDF,cash_loan,67500,60,850,low,approved,54000,web,true,1574
app_20260501_000000117,2026-06-05 05:04:47,cust_1910163,NL-NH,bnpl,27000,48,786,low,approved,21600,branch,true,643
app_20260501_000000118,2026-06-27 19:16:45,cust_6200054,IT-LAZ,cash_loan,56500,48,719,medium,approved,56500,branch,false,13
app_20260501_000000119,2026-07-10 11:51:51,cust_5357844,DE-NW,cash_loan,37500,60,740,low,approved,37500,call_center,false,15
app_20260501_000000120,2026-07-22 09:41:35,cust_9702801,ES-MD,credit_card,25000,36,656,medium,manual_review,25000,web,true,1090
app_20260501_000000121,2026-05-14 13:13:10,cust_4634237,NL-NH,cash_loan,8000,24,720,low,approved,5600,web,false,6
app_20260501_000000122,2026-06-27 02:07:04,cust_8340156,FR-IDF,credit_card,41000,36,555,high,rejected,0,web,true,1106
app_20260501_000000123,2026-05-14 19:22:17,cust_7171498,FR-IDF,bnpl,74500,48,850,low,approved,74500,branch,false,7
app_20260501_000000124,2026-07-04 19:23:48,cust_887562,DE-HE,bnpl,69000,24,727,low,approved,62100,web,false,6
app_20260501_000000125,2026-05-17 02:23:51,cust_2962136,DE-BY,cash_loan,22500,12,804,low,approved,22500,call_center,false,10
app_20260501_000000126,2026-07-11 09:40:37,cust_6198965,DE-BE,bnpl,50500,36,661,medium,rejected,0,web,false,18
app_20260501_000000127,2026-06-11 00:51:29,cust_6685588,IT-LAZ,credit_card,58500,24,698,medium,manual_review,52650,branch,true,1369
app_20260501_000000128,2026-06-10 13:39:37,cust_9936658,IT-LAZ,bnpl,43500,36,631,medium,rejected,0,mobile,false,3
app_20260501_000000129,2026-07-04 22:13:28,cust_8256699,NL-NH,mortgage,80000,60,713,medium,manual_review,72000,web,true,849
app_20260501_000000130,2026-07-08 16:18:39,cust_1144570,NL-NH,car_loan,65500,36,644,medium,manual_review,45850,mobile,true,704
app_20260501_000000131,2026-07-18 14:30:07,cust_7858798,DE-NW,cash_loan,76500,18,644,medium,approved,53550,call_center,false,11
app_20260501_000000132,2026-06-16 16:30:56,cust_1120777,DE-BE,credit_card,78500,48,779,low,approved,70650,web,false,12
app_20260501_000000133,2026-05-03 20:08:20,cust_7041721,FR-IDF,cash_loan,43500,18,587,high,manual_review,39150,mobile,true,1789
app_20260501_000000134,2026-07-07 15:48:27,cust_7032465,DE-BY,mortgage,39000,24,685,medium,approved,31200,call_center,true,830
app_20260501_000000135,2026-05-09 20:17:17,cust_4957926,IT-LAZ,credit_card,37500,12,670,medium,approved,33750,call_center,false,20
app_20260501_000000136,2026-07-18 17:54:16,cust_9818771,NL-NH,bnpl,58500,24,719,medium,rejected,0,mobile,false,6
app_20260501_000000137,2026-06-26 12:36:23,cust_6685942,DE-HH,mortgage,61000,36,683,medium,rejected,0,call_center,true,998
app_20260501_000000138,2026-07-18 09:16:53,cust_2698088,ES-MD,credit_card,11500,36,747,low,approved,9200,branch,true,844
app_20260501_000000139,2026-06-19 00:48:01,cust_1942556,FR-IDF,mortgage,49500,18,504,high,manual_review,39600,web,true,1618
app_20260501_000000140,2026-07-28 06:22:32,cust_1898952,DE-HE,cash_loan,11500,18,701,medium,manual_review,8049,partner_api,true,503
app_20260501_000000141,2026-05-27 23:36:48,cust_8282947,ES-MD,credit_card,6500,36,695,medium,approved,6500,mobile,true,1040
app_20260501_000000142,2026-07-15 03:14:13,cust_1022839,DE-BE,credit_card,51500,6,755,low,approved,46350,mobile,false,12
app_20260501_000000143,2026-07-27 18:23:13,cust_9715135,DE-HH,bnpl,50500,48,746,low,approved,40400,mobile,false,17
app_20260501_000000144,2026-05-02 18:18:01,cust_5544229,DE-HE,mortgage,46500,24,717,medium,rejected,0,branch,true,1337
app_20260501_000000145,2026-06-30 04:04:54,cust_7781077,IT-LAZ,bnpl,40000,18,804,low,approved,28000,branch,false,9
app_20260501_000000146,2026-07-19 13:34:23,cust_8978236,NL-NH,cash_loan,1000,12,627,medium,manual_review,800,branch,true,980
app_20260501_000000147,2026-07-14 09:57:13,cust_3465737,IT-LAZ,mortgage,50000,18,642,medium,approved,50000,mobile,true,904
app_20260501_000000148,2026-06-14 10:13:05,cust_7583122,ES-MD,car_loan,43000,48,664,medium,approved,38700,web,false,25
app_20260501_000000149,2026-06-05 16:32:24,cust_9938752,NL-NH,mortgage,9500,36,661,medium,approved,8550,partner_api,true,1300
app_20260501_000000150,2026-05-05 10:08:09,cust_6356757,DE-BE,bnpl,65500,48,648,medium,manual_review,58950,call_center,true,509
app_20260501_000000151,2026-05-02 18:17:55,cust_6744295,DE-NW,mortgage,19000,60,596,high,manual_review,15200,partner_api,true,1644
app_20260501_000000152,2026-05-15 22:54:28,cust_4248236,DE-BY,cash_loan,24000,12,593,high,rejected,0,call_center,true,737
app_20260501_000000153,2026-05-20 11:25:53,cust_3937541,DE-HE,credit_card,16000,24,612,high,rejected,0,web,true,1478
app_20260501_000000154,2026-07-14 06:22:19,cust_4001111,FR-IDF,car_loan,25000,48,775,low,approved,20000,web,false,24
app_20260501_000000155,2026-05-15 14:23:33,cust_8885056,DE-HE,cash_loan,25000,12,833,low,approved,17500,branch,false,16
app_20260501_000000156,2026-06-27 14:56:27,cust_4380407,NL-NH,bnpl,71000,36,485,high,manual_review,63900,call_center,true,1321
app_20260501_000000157,2026-06-02 00:51:58,cust_1714329,NL-NH,bnpl,67000,48,594,high,rejected,0,call_center,true,512
app_20260501_000000158,2026-06-24 03:39:38,cust_5355448,IT-LAZ,car_loan,73000,6,713,medium,manual_review,65700,branch,true,1355
app_20260501_000000159,2026-05-22 05:24:08,cust_4116960,ES-MD,credit_card,18000,6,548,high,rejected,0,web,true,400
app_20260501_000000160,2026-06-10 16:55:54,cust_3283402,ES-MD,cash_loan,67000,60,691,medium,approved,46900,branch,true,1069
app_20260501_000000161,2026-06-18 22:03:21,cust_2762508,DE-NW,credit_card,75000,18,662,medium,manual_review,52500,web,true,1145
app_20260501_000000162,2026-07-06 16:13:50,cust_5860410,NL-NH,credit_card,8500,12,514,high,manual_review,6800,branch,true,948
app_20260501_000000163,2026-07-03 08:17:30,cust_9809739,FR-IDF,cash_loan,2000,48,694,medium,approved,1400,branch,false,22
app_20260501_000000164,2026-06-19 05:57:02,cust_1256759,FR-IDF,credit_card,22000,6,768,low,approved,19800,call_center,true,910
app_20260501_000000165,2026-06-30 12:50:03,cust_8755516,DE-HH,mortgage,21500,60,717,medium,approved,21500,web,false,14
app_20260501_000000166,2026-06-24 07:34:08,cust_2038889,IT-LAZ,credit_card,41500,60,756,low,approved,37350,branch,false,15
app_20260501_000000167,2026-07-12 09:14:56,cust_1284308,DE-HH,mortgage,39000,48,602,high,rejected,0,mobile,true,1325
app_20260501_000000168,2026-07-10 11:57:32,cust_9684017,DE-HE,bnpl,41000,12,581,high,manual_review,32800,call_center,true,227
app_20260501_000000169,2026-07-27 10:25:03,cust_8205590,DE-HH,cash_loan,70000,18,541,high,rejected,0,mobile,true,210
app_20260501_000000170,2026-05-16 13:07:46,cust_5676229,DE-NW,mortgage,61500,6,850,low,approved,43050,partner_api,true,240
app_20260501_000000171,2026-07-21 22:43:42,cust_3546374,DE-BE,car_loan,11000,60,850,low,approved,7699,partner_api,true,1319
app_20260501_000000172,2026-05-23 10:24:37,cust_5896497,NL-NH,bnpl,13500,24,690,medium,manual_review,10800,partner_api,true,1396
app_20260501_000000173,2026-06-08 14:49:22,cust_9032166,ES-MD,cash_loan,59000,12,734,low,rejected,0,web,false,25
app_20260501_000000174,2026-06-12 23:27:03,cust_2977654,DE-BE,credit_card,6500,18,686,medium,manual_review,4550,web,true,544
app_20260501_000000175,2026-06-03 00:42:01,cust_6361103,DE-HE,credit_card,37500,24,802,low,approved,30000,mobile,true,1240
app_20260501_000000176,2026-06-24 19:56:00,cust_6826239,DE-BE,credit_card,21000,36,723,low,approved,14699,call_center,true,1154
app_20260501_000000177,2026-07-07 07:25:56,cust_9510466,DE-BY,car_loan,42000,18,670,medium,approved,37800,branch,false,8
app_20260501_000000178,2026-05-31 21:58:35,cust_1333201,IT-LAZ,credit_card,55500,60,511,high,rejected,0,partner_api,true,653
app_20260501_000000179,2026-06-02 14:46:55,cust_5115148,DE-BE,mortgage,35500,48,762,low,approved,28400,call_center,true,184
app_20260501_000000180,2026-06-25 07:06:29,cust_1812499,DE-HH,bnpl,3500,6,767,low,approved,3500,partner_api,true,86
app_20260501_000000181,2026-07-02 16:24:52,cust_8148039,FR-IDF,cash_loan,20500,60,568,high,rejected,0,web,true,1612
app_20260501_000000182,2026-05-21 00:55:06,cust_903733,FR-IDF,mortgage,36500,48,611,high,manual_review,25550,partner_api,true,1182
app_20260501_000000183,2026-06-28 06:22:41,cust_2496705,DE-BY,credit_card,47000,18,646,medium,manual_review,47000,partner_api,true,748
app_20260501_000000184,2026-05-06 07:02:40,cust_3480147,IT-LAZ,credit_card,28500,6,740,low,approved,19950,mobile,true,1372
app_20260501_000000185,2026-05-27 00:09:43,cust_7275606,DE-BE,cash_loan,31000,24,554,high,rejected,0,call_center,true,1348
app_20260501_000000186,2026-07-14 09:37:20,cust_9659715,DE-NW,mortgage,51500,24,668,medium,approved,41200,partner_api,true,1020
app_20260501_000000187,2026-06-09 04:54:29,cust_8988730,IT-LAZ,cash_loan,3000,48,640,medium,rejected,0,branch,false,17
app_20260501_000000188,2026-07-18 07:38:44,cust_3520431,NL-NH,cash_loan,42500,18,631,medium,manual_review,34000,call_center,true,1262
app_20260501_000000189,2026-06-29 06:36:00,cust_7587266,DE-NW,mortgage,47500,18,637,medium,approved,42750,branch,false,11
app_20260501_000000190,2026-06-17 15:07:35,cust_6644496,DE-BE,credit_card,38500,36,812,low,approved,26950,mobile,false,15
app_20260501_000000191,2026-07-21 00:48:16,cust_7582227,DE-NW,cash_loan,53000,6,612,high,rejected,0,web,true,172
app_20260501_000000192,2026-06-02 12:01:06,cust_1116973,DE-HH,mortgage,67500,6,627,medium,manual_review,54000,partner_api,true,1477
app_20260501_000000193,2026-07-17 03:40:33,cust_9926899,DE-HE,car_loan,67500,18,753,low,approved,47250,web,true,700
app_20260501_000000194,2026-07-22 14:28:01,cust_2210223,DE-NW,cash_loan,30000,24,586,high,approved,24000,web,true,839
app_20260501_000000195,2026-07-28 21:39:34,cust_5891544,FR-IDF,cash_loan,23000,36,756,low,approved,20700,web,true,1368
app_20260501_000000196,2026-06-23 12:20:53,cust_9927195,IT-LAZ,car_loan,20000,36,765,low,approved,16000,call_center,false,23
app_20260501_000000197,2026-05-08 02:05:45,cust_1349146,DE-HH,mortgage,40000,18,629,medium,approved,28000,call_center,false,23
app_20260501_000000198,2026-07-17 12:14:21,cust_1858718,DE-NW,credit_card,56500,48,749,low,approved,56500,call_center,true,1552
app_20260501_000000199,2026-05-10 05:31:34,cust_6098623,ES-MD,car_loan,49500,6,748,low,approved,34650,call_center,false,4
app_20260501_000000200,2026-07-22 07:52:02,cust_3496807,FR-IDF,cash_loan,14000,24,661,medium,approved,14000,call_center,false,12
app_20260501_000000201,2026-06-23 21:16:51,cust_2147991,DE-BY,car_loan,35000,12,643,medium,rejected,0,call_center,false,22
app_20260501_000000202,2026-06-15 04:53:20,cust_5084875,DE-BY,credit_card,47000,60,695,medium,manual_review,37600,mobile,true,1795
app_20260501_000000203,2026-05-01 08:52:01,cust_7054160,DE-BY,cash_loan,44500,48,733,low,approved,31149,mobile,false,9
app_20260501_000000204,2026-07-02 22:11:01,cust_2932083,IT-LAZ,credit_card,17500,18,707,medium,manual_review,14000,call_center,true,1581
app_20260501_000000205,2026-06-27 23:08:05,cust_4255089,NL-NH,mortgage,73000,60,551,high,rejected,0,mobile,true,84
app_20260501_000000206,2026-05-14 04:51:18,cust_7640555,FR-IDF,car_loan,28000,6,634,medium,approved,25200,web,false,17
app_20260501_000000207,2026-06-19 02:18:12,cust_858301,ES-MD,credit_card,25000,36,623,medium,approved,17500,web,false,17
app_20260501_000000208,2026-06-25 09:49:39,cust_4054111,IT-LAZ,mortgage,55500,12,740,low,approved,55500,call_center,false,4
app_20260501_000000209,2026-05-17 19:13:13,cust_8096479,DE-NW,bnpl,44000,48,688,medium,rejected,0,web,true,388
app_20260501_000000210,2026-06-22 21:12:38,cust_4296020,DE-HH,bnpl,14000,6,579,high,manual_review,11200,web,true,776
app_20260501_000000211,2026-05-08 12:16:30,cust_9637142,ES-MD,bnpl,10500,36,668,medium,manual_review,9450,branch,true,208
app_20260501_000000212,2026-05-26 00:58:36,cust_7929837,DE-BE,cash_loan,39500,18,756,low,approved,39500,call_center,false,20
